date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:05	5678/5678	---M-Z	200	added ('OK')	application/x-javascript	etag:%227ff7f6e8859d51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/js/lightbox.js	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/js/lightbox.js	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:10	59959/59959	---M--	200	added ('OK')	image/png	etag:%229310d3e235edb1:0%22	http://robotics.sdsmt.edu/images/b/0/c/e/d/b0cede02880dc753c23379068b4b80a8fc0d2a47-picture1.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/b/0/c/e/d/b0cede02880dc753c23379068b4b80a8fc0d2a47-picture1.png	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:34	746675/746675	---M--	200	added ('OK')	image/jpeg	etag:%22275d3a3e235edb1:0%22	http://robotics.sdsmt.edu/images/6/2/b/a/3/62ba34b02ec9f2602a661b95b05d0e7bc7e47185-team-picture.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/6/2/b/a/3/62ba34b02ec9f2602a661b95b05d0e7bc7e47185-team-picture.jpg	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:35	886627/886627	---M--	200	added ('OK')	image/jpeg	etag:%22d84b83e235edb1:0%22	http://robotics.sdsmt.edu/images/6/d/b/d/2/6dbd24af56127634d36ff4c4429db1efe9191181-20230605180400.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/6/d/b/d/2/6dbd24af56127634d36ff4c4429db1efe9191181-20230605180400.jpg	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:37	754853/754853	---M--	200	added ('OK')	image/jpeg	etag:%22283603e235edb1:0%22	http://robotics.sdsmt.edu/images/a/4/5/e/5/a45e5896214d2e32213480c8453711b199769781-img20230518190926.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/a/4/5/e/5/a45e5896214d2e32213480c8453711b199769781-img20230518190926.jpg	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:37	52207/52207	---M--	200	added ('OK')	image/jpeg	etag:%22f946653e235edb1:0%22	http://robotics.sdsmt.edu/images/e/e/5/f/1/ee5f1eeb4b1c4dd37fbe293bc7393a0c2f92b841-picture3.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/e/5/f/1/ee5f1eeb4b1c4dd37fbe293bc7393a0c2f92b841-picture3.jpg	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:42	133180/133180	---M--	200	added ('OK')	image/png	etag:%22796e6c3e235edb1:0%22	http://robotics.sdsmt.edu/images/e/e/9/9/6/ee9964f9ff4d0fd2efa02aa7085f32b88cdffa44-picture2.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/e/9/9/6/ee9964f9ff4d0fd2efa02aa7085f32b88cdffa44-picture2.png	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:43	60665/60665	---M--	200	added ('OK')	image/png	etag:%226a1dee8ced91db1:0%22	http://robotics.sdsmt.edu/images/5/9/3/7/d/5937d8e14b6747275c8b69af0d50ba8b1af22535-picture1.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/5/9/3/7/d/5937d8e14b6747275c8b69af0d50ba8b1af22535-picture1.png	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:47	52188/52188	---M--	200	added ('OK')	image/jpeg	etag:%22df7ff08ced91db1:0%22	http://robotics.sdsmt.edu/images/4/1/1/2/7/41127898e439313d77936b150549d051e8c21cc9-picture3.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/4/1/1/2/7/41127898e439313d77936b150549d051e8c21cc9-picture3.jpg	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:49	133245/133245	---M--	200	added ('OK')	image/png	etag:%22aba6f78ced91db1:0%22	http://robotics.sdsmt.edu/images/9/b/6/6/4/9b664bc4cf93157bc1164608cf3dafaf8b2cc882-picture2.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/9/b/6/6/4/9b664bc4cf93157bc1164608cf3dafaf8b2cc882-picture2.png	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:49	9561/9561	---M--	200	added ('OK')	image/png	etag:%22f59fa8ced91db1:0%22	http://robotics.sdsmt.edu/images/e/d/1/b/6/ed1b6e540337740bb543af8f9e559f0fcc747c54-picture4.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/d/1/b/6/ed1b6e540337740bb543af8f9e559f0fcc747c54-picture4.png	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:54	418970/418970	---M--	200	added ('OK')	image/jpeg	etag:%2244a893e235edb1:0%22	http://robotics.sdsmt.edu/images/c/7/1/f/2/c71f2f8d79299efa67a7c8ee434322b1587f408d-img20230308173417.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/c/7/1/f/2/c71f2f8d79299efa67a7c8ee434322b1587f408d-img20230308173417.jpg	(from http://robotics.sdsmt.edu/news/2023-igvc-competition)
13:49:55	52172/52172	---M--	200	added ('OK')	image/png	etag:%22c867e971ee91db1:0%22	http://robotics.sdsmt.edu/user/pages/04.news/2022-trebuchet/2022-pumpkins.PNG	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/pages/04.news/2022-trebuchet/2022-pumpkins.png	(from http://robotics.sdsmt.edu/news/2022-trebuchet)
13:50:09	372997/372997	---M--	200	added ('OK')	image/jpeg	etag:%22ad8e54516760db1:0%22	http://robotics.sdsmt.edu/images/f/c/1/0/2/fc102da1ca22cfe252adf937d6326b18ff2d963e-racer.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/f/c/1/0/2/fc102da1ca22cfe252adf937d6326b18ff2d963e-racer.jpg	(from http://robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year)
13:50:31	978703/978703	---M--	200	added ('OK')	image/jpeg	etag:%22625297516760db1:0%22	http://robotics.sdsmt.edu/images/5/e/d/4/0/5ed406638094ee1da0015bf518e25bb2fbd08ba4-20191116134001.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/5/e/d/4/0/5ed406638094ee1da0015bf518e25bb2fbd08ba4-20191116134001.jpg	(from http://robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year)
13:50:33	1188351/1188351	---M--	200	added ('OK')	image/jpeg	etag:%224acb273ee91db1:0%22	http://robotics.sdsmt.edu/user/pages/04.news/2022-trebuchet/Trebuchet%20Team%20Photo%202022.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/pages/04.news/2022-trebuchet/Trebuchet%20Team%20Photo%202022.jpg	(from http://robotics.sdsmt.edu/news/2022-trebuchet)
13:50:40	126030/126030	---M--	200	added ('OK')	image/png	etag:%22e085e526760db1:0%22	http://robotics.sdsmt.edu/images/0/6/b/7/8/06b78f7cbc74b0d0f88cb52b14fed7c389a152bd-nrcbanner.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/0/6/b/7/8/06b78f7cbc74b0d0f88cb52b14fed7c389a152bd-nrcbanner.png	(from http://robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year)
13:50:46	961457/961457	---M--	200	added ('OK')	image/jpeg	etag:%22d1afd7516760db1:0%22	http://robotics.sdsmt.edu/images/4/9/8/c/a/498ca6efb24c9381047436bf89ebc0c23a3435b6-20200120163050.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/4/9/8/c/a/498ca6efb24c9381047436bf89ebc0c23a3435b6-20200120163050.jpg	(from http://robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year)
13:50:50	210989/210989	---M--	200	added ('OK')	image/jpeg	etag:%2220a6eb36f191db1:0%22	http://robotics.sdsmt.edu/images/6/5/7/9/5/65795279ed96e9bfced13e524ea0bfd7742debf7-avc-course.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/6/5/7/9/5/65795279ed96e9bfced13e524ea0bfd7742debf7-avc-course.jpg	(from http://robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year)
13:50:50	461695/461695	---M--	200	added ('OK')	image/png	etag:%22e5992526760db1:0%22	http://robotics.sdsmt.edu/images/8/b/4/0/9/8b409ff59c2c332e7e34204b7d8f2642bfb47d99-bb.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/8/b/4/0/9/8b409ff59c2c332e7e34204b7d8f2642bfb47d99-bb.png	(from http://robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year)
13:51:00	195108/195108	---M--	200	added ('OK')	image/jpeg	etag:%224ddaf75a1562db1:0%22	http://robotics.sdsmt.edu/images/4/7/7/c/c/477cca852e515b0330d7909b46bece104ef10a95-79407258101569037296033581113048836412014592o.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/4/7/7/c/c/477cca852e515b0330d7909b46bece104ef10a95-79407258101569037296033581113048836412014592o.jpg	(from http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering)
13:51:08	183612/183612	---M--	200	added ('OK')	image/jpeg	etag:%221f2865b1562db1:0%22	http://robotics.sdsmt.edu/images/8/c/5/9/e/8c59ec73c2405af3b1a37e1f56780072fc780bd8-79468483101569037400333582619528286434230272o.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/8/c/5/9/e/8c59ec73c2405af3b1a37e1f56780072fc780bd8-79468483101569037400333582619528286434230272o.jpg	(from http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering)
13:51:16	180451/180451	---M--	200	added ('OK')	image/jpeg	etag:%2261b1f5b1562db1:0%22	http://robotics.sdsmt.edu/images/a/9/f/5/8/a9f58faca379ddcad40d8a33f4f0d3143ec4d5b9-7990444610156903759938358589492945799872512o.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/a/9/f/5/8/a9f58faca379ddcad40d8a33f4f0d3143ec4d5b9-7990444610156903759938358589492945799872512o.jpg	(from http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering)
13:51:18	866432/866432	---M--	200	added ('OK')	image/jpeg	etag:%22bc52b05a1562db1:0%22	http://robotics.sdsmt.edu/images/9/9/3/1/9/99319990e2704466131c2e8883e4b1ecc3b6b006-20191207144114.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/9/9/3/1/9/99319990e2704466131c2e8883e4b1ecc3b6b006-20191207144114.jpg	(from http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering)
13:51:22	901072/901072	---M--	200	added ('OK')	image/jpeg	etag:%223eeeb5a1562db1:0%22	http://robotics.sdsmt.edu/images/d/a/5/1/4/da51477e5c212e3dc7cf7d487681864e6f0c3667-20191207144140.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/d/a/5/1/4/da51477e5c212e3dc7cf7d487681864e6f0c3667-20191207144140.jpg	(from http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering)
13:51:39	496824/496824	---M--	200	added ('OK')	image/jpeg	etag:%223fa3fa478c62db1:0%22	http://robotics.sdsmt.edu/images/0/a/0/0/c/0a00cb9c4aa842ca5b35f6329633853d25b593df-20190907001110.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/0/a/0/0/c/0a00cb9c4aa842ca5b35f6329633853d25b593df-20190907001110.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:51:44	795748/795748	---M--	200	added ('OK')	image/jpeg	etag:%223f15445b1562db1:0%22	http://robotics.sdsmt.edu/images/2/1/9/2/e/2192e29f41b186759bec06756f1a5267c3dd952c-fieldconstruction1.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/2/1/9/2/e/2192e29f41b186759bec06756f1a5267c3dd952c-fieldconstruction1.jpg	(from http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering)
13:51:51	929652/929652	---M--	200	added ('OK')	image/jpeg	etag:%2258a785b1562db1:0%22	http://robotics.sdsmt.edu/images/2/f/d/0/f/2fd0f0acca9048d04f9d145fb871408f2927879a-fieldconstruction2.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/2/f/d/0/f/2fd0f0acca9048d04f9d145fb871408f2927879a-fieldconstruction2.jpg	(from http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering)
13:52:01	510854/510854	---M--	200	added ('OK')	image/jpeg	etag:%2219661e488c62db1:0%22	http://robotics.sdsmt.edu/images/a/5/8/f/9/a58f900a8fdb0d8981fb33b75d1887ec5d473364-20190907124914.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/a/5/8/f/9/a58f900a8fdb0d8981fb33b75d1887ec5d473364-20190907124914.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:05	529209/529209	---M--	200	added ('OK')	image/jpeg	etag:%22898c44488c62db1:0%22	http://robotics.sdsmt.edu/images/e/1/2/0/5/e1205a04a3788b2607de6e9eabffa3e7507f355b-20190912105613-1.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/1/2/0/5/e1205a04a3788b2607de6e9eabffa3e7507f355b-20190912105613-1.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:10	455612/455612	---M--	200	added ('OK')	image/jpeg	etag:%22274e68488c62db1:0%22	http://robotics.sdsmt.edu/images/1/4/b/3/1/14b31150161971b2145d1f8215440207f2f896bc-20191002185322.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/1/4/b/3/1/14b31150161971b2145d1f8215440207f2f896bc-20191002185322.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:19	250161/250161	---M--	200	added ('OK')	image/jpeg	etag:%2279d2ce488c62db1:0%22	http://robotics.sdsmt.edu/images/9/d/d/b/d/9ddbd4e4c002fa874ab1213b461e0e686a972021-20191005155215.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/9/d/d/b/d/9ddbd4e4c002fa874ab1213b461e0e686a972021-20191005155215.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:21	523864/523864	---M--	200	added ('OK')	image/jpeg	etag:%22b6d590488c62db1:0%22	http://robotics.sdsmt.edu/images/d/6/e/8/8/d6e881673bec694aa4b8b11764e80971563b6f45-20191002185356.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/d/6/e/8/8/d6e881673bec694aa4b8b11764e80971563b6f45-20191002185356.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:25	498589/498589	---M--	200	added ('OK')	image/jpeg	etag:%226599b4488c62db1:0%22	http://robotics.sdsmt.edu/images/c/2/8/c/1/c28c119553014c59ff2fc917c9760cafde695780-20191005144515.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/c/2/8/c/1/c28c119553014c59ff2fc917c9760cafde695780-20191005144515.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:31	231612/231612	---M--	200	added ('OK')	image/jpeg	etag:%22b380fe488c62db1:0%22	http://robotics.sdsmt.edu/images/d/1/a/a/4/d1aa42f4a1e71f79084451b6cb5d0e669cb7f371-20191005155349.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/d/1/a/a/4/d1aa42f4a1e71f79084451b6cb5d0e669cb7f371-20191005155349.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:31	261496/261496	---M--	200	added ('OK')	image/jpeg	etag:%22d0be9488c62db1:0%22	http://robotics.sdsmt.edu/images/e/8/8/c/1/e88c1e43c0f96741258b71eb7cc084b46cc5a0d3-20191005155302.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/8/8/c/1/e88c1e43c0f96741258b71eb7cc084b46cc5a0d3-20191005155302.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:35	274795/274795	---M--	200	added ('OK')	image/jpeg	etag:%227de11f498c62db1:0%22	http://robotics.sdsmt.edu/images/a/3/c/5/5/a3c557e6a62a051917454cd46d0072b3e04545ba-first-place-winner.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/a/3/c/5/5/a3c557e6a62a051917454cd46d0072b3e04545ba-first-place-winner.jpg	(from http://robotics.sdsmt.edu/news/super-robo-time-2019)
13:52:42	230230/230230	---M--	200	added ('OK')	image/jpeg	etag:%22c663eef9db60db1:0%22	http://robotics.sdsmt.edu/images/0/5/b/f/2/05bf28a59258c6fd4172e7758c1eb23c0242670b-5d8fa8604d744image.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/0/5/b/f/2/05bf28a59258c6fd4172e7758c1eb23c0242670b-5d8fa8604d744image.jpg	(from http://robotics.sdsmt.edu/news/2019-pumpkin-chunkin-competition)
13:53:09	927385/927385	---M--	200	added ('OK')	image/jpeg	etag:%228dab78fadb60db1:0%22	http://robotics.sdsmt.edu/images/2/5/f/7/1/25f71b45d25b2380e6394e7d61dcc8b04aed5053-20190928105152.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/2/5/f/7/1/25f71b45d25b2380e6394e7d61dcc8b04aed5053-20190928105152.jpg	(from http://robotics.sdsmt.edu/news/2019-pumpkin-chunkin-competition)
13:53:11	1044065/1044065	---M--	200	added ('OK')	image/jpeg	etag:%223b4b38fadb60db1:0%22	http://robotics.sdsmt.edu/images/a/8/e/4/a/a8e4a57b8e74eecd79d57d55c5591c8314f8acd4-20190921162712.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/a/8/e/4/a/a8e4a57b8e74eecd79d57d55c5591c8314f8acd4-20190921162712.jpg	(from http://robotics.sdsmt.edu/news/2019-pumpkin-chunkin-competition)
13:53:13	850558/850558	---M--	200	added ('OK')	image/jpeg	etag:%226be0b1fadb60db1:0%22	http://robotics.sdsmt.edu/images/2/a/8/3/b/2a83bd9010f8119b9039dce15863ed8337c93e2a-testingarea.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/2/a/8/3/b/2a83bd9010f8119b9039dce15863ed8337c93e2a-testingarea.jpg	(from http://robotics.sdsmt.edu/news/2019-pumpkin-chunkin-competition)
13:53:30	524817/524817	---M--	200	added ('OK')	image/jpeg	etag:%22d0156841362db1:0%22	http://robotics.sdsmt.edu/images/9/b/e/1/9/9be197302595adfbcc5ddfaea8d258e8aa5ef4ee-201904061213050.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/9/b/e/1/9/9be197302595adfbcc5ddfaea8d258e8aa5ef4ee-201904061213050.jpg	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:53:34	612493/612493	---M--	200	added ('OK')	image/jpeg	etag:%2287b541841362db1:0%22	http://robotics.sdsmt.edu/images/6/a/4/2/6/6a426e30395e417d3bc4f49d29a0a25e23656c72-img5620.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/6/a/4/2/6/6a426e30395e417d3bc4f49d29a0a25e23656c72-img5620.jpg	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:53:40	716625/716625	---M--	200	added ('OK')	image/jpeg	etag:%22c62c76841362db1:0%22	http://robotics.sdsmt.edu/images/2/a/e/3/c/2ae3c2a78bf358f9dfd7ba1c39cd81ecb9c6bd3f-img5621.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/2/a/e/3/c/2ae3c2a78bf358f9dfd7ba1c39cd81ecb9c6bd3f-img5621.jpg	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:54:00	821477/821477	---M--	200	added ('OK')	image/jpeg	etag:%226f94b6841362db1:0%22	http://robotics.sdsmt.edu/images/2/0/c/2/b/20c2bebcc01ab84e60b9d3f4d6c7fe1432c64635-img5625.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/2/0/c/2/b/20c2bebcc01ab84e60b9d3f4d6c7fe1432c64635-img5625.jpg	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:54:07	911130/911130	---M--	200	added ('OK')	image/jpeg	etag:%22ee21f2841362db1:0%22	http://robotics.sdsmt.edu/images/e/9/3/e/3/e93e33313ea545df1371d4100bb8e12f51279330-img5635.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/9/3/e/3/e93e33313ea545df1371d4100bb8e12f51279330-img5635.jpg	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:54:11	815344/815344	---M--	200	added ('OK')	image/jpeg	etag:%2216fa28851362db1:0%22	http://robotics.sdsmt.edu/images/f/a/f/c/c/fafcc8d03453a7bea70fd86f560d6444fc50690a-img5648.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/f/a/f/c/c/fafcc8d03453a7bea70fd86f560d6444fc50690a-img5648.jpg	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:54:11	55991/55991	---M--	200	added ('OK')	image/png	etag:%22fe29f325f291db1:0%22	http://robotics.sdsmt.edu/images/e/0/5/8/a/e058a5b7cab5ad4d34b7e6c7014be5b81a56c51b-field.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/0/5/8/a/e058a5b7cab5ad4d34b7e6c7014be5b81a56c51b-field.png	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:54:19	158906/158906	---M--	200	added ('OK')	image/jpeg	etag:%22b33515a2f62db1:0%22	http://robotics.sdsmt.edu/images/3/0/8/9/f/3089fe732547e0c0363f8feca447c0d4d46a8eff-between-rounds.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/3/0/8/9/f/3089fe732547e0c0363f8feca447c0d4d46a8eff-between-rounds.jpg	(from http://robotics.sdsmt.edu/news/2018-pumpkin-chunkin-and-great-downtown-pumpkin-festival)
13:54:27	718912/718912	---M--	200	added ('OK')	image/jpeg	etag:%2263462851362db1:0%22	http://robotics.sdsmt.edu/images/e/2/5/d/7/e25d75ef26aecec2644284a2bf1767f1c6fd4aa7-img5649.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/e/2/5/d/7/e25d75ef26aecec2644284a2bf1767f1c6fd4aa7-img5649.jpg	(from http://robotics.sdsmt.edu/news/2019-asme-student-design-competition)
13:54:36	251813/251813	---M--	200	added ('OK')	image/jpeg	etag:%22e35955a2f62db1:0%22	http://robotics.sdsmt.edu/images/1/6/2/c/1/162c1f8904e764503bfc168be752540cde620ffd-first-place.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/1/6/2/c/1/162c1f8904e764503bfc168be752540cde620ffd-first-place.jpg	(from http://robotics.sdsmt.edu/news/2018-pumpkin-chunkin-and-great-downtown-pumpkin-festival)
13:54:40	95816/95816	---M--	200	added ('OK')	image/jpeg	etag:%221bf5a05a2f62db1:0%22	http://robotics.sdsmt.edu/images/4/1/c/e/4/41ce4c2c77beb3b31b03733f40bb158ff0349a79-trebuchet.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/4/1/c/e/4/41ce4c2c77beb3b31b03733f40bb158ff0349a79-trebuchet.jpg	(from http://robotics.sdsmt.edu/news/2018-pumpkin-chunkin-and-great-downtown-pumpkin-festival)
13:54:54	1129740/1129740	---M--	200	added ('OK')	image/jpeg	etag:%22c091415a2f62db1:0%22	http://robotics.sdsmt.edu/images/8/e/9/d/0/8e9d006c78d284c93e1a9556007a8ca418092770-downtown1.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/8/e/9/d/0/8e9d006c78d284c93e1a9556007a8ca418092770-downtown1.jpg	(from http://robotics.sdsmt.edu/news/2018-pumpkin-chunkin-and-great-downtown-pumpkin-festival)
13:54:57	425937/425937	---M--	200	added ('OK')	image/png	etag:%22df391b204261db1:0%22	http://robotics.sdsmt.edu/images/4/1/8/a/1/418a1383b084ac0190bec1c4bd70f57daeaeb5b8-shooterbotshooting.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/4/1/8/a/1/418a1383b084ac0190bec1c4bd70f57daeaeb5b8-shooterbotshooting.png	(from http://robotics.sdsmt.edu/news/2018-asme-student-design-competition)
13:55:09	1420132/1420132	---M--	200	added ('OK')	image/jpeg	etag:%22aef1815a2f62db1:0%22	http://robotics.sdsmt.edu/images/c/6/6/8/b/c668b81acd324cc285303565ebcefe2d4e14a93f-downtown2.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/c/6/6/8/b/c668b81acd324cc285303565ebcefe2d4e14a93f-downtown2.jpg	(from http://robotics.sdsmt.edu/news/2018-pumpkin-chunkin-and-great-downtown-pumpkin-festival)
13:55:09	412167/412167	---M--	200	added ('OK')	image/jpeg	etag:%22dee84a204261db1:0%22	http://robotics.sdsmt.edu/images/0/1/8/c/6/018c60fa5056421a635868c95c078d837a5e08b7-beforeround.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/0/1/8/c/6/018c60fa5056421a635868c95c078d837a5e08b7-beforeround.jpg	(from http://robotics.sdsmt.edu/news/2018-asme-student-design-competition)
13:55:21	672875/672875	---M--	200	added ('OK')	image/jpeg	etag:%221ce688204261db1:0%22	http://robotics.sdsmt.edu/images/5/2/3/c/b/523cb4bd949ab64235a27e00f4ecedc7917d33e7-minesbots.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/5/2/3/c/b/523cb4bd949ab64235a27e00f4ecedc7917d33e7-minesbots.jpg	(from http://robotics.sdsmt.edu/news/2018-asme-student-design-competition)
